id,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4270896518271782,#胖璇今日打卡#22都睡下了突然想起来没记录上午数分函数极限下午高代得行列式晚上政治精讲精练加腿姐随堂测1英语4篇每日一句，从每日一句完全能看出来我英语为啥分低，做题完全没技巧，一方面文章理解的坑坑巴巴然后定位也不准确，以后还得努力 ,,,,2018-08-09,iPhone客户端,0,1,0,胖璇今日打卡,
4270527449637115,#胖璇今日打卡#21申请小号现在竟然只能用手机号  绝望了今天又是没状态的一天总是被各种事情打断我改变一下策略我以后不看李扬的基础了直接看强化，没时间了啊，明天还是老计划上午数分下午高代，没什么阻挡的了我晚上照理政治英语和背单词今天碰到以前的邻居带着小孙女，那小孙女趴人姥姥耳朵边说这个姐姐长得真白真好看可把我乐坏了张恒绝对有其他狗子了这么久没理我连晚安都不说了溜了溜了晚安,https://wx2.sinaimg.cn/large/61271e10ly1fu1kex2g4wj20j60j6gn1.jpg,,,2018-08-07,iPhone客户端,2,8,0,胖璇今日打卡,
4270166361051122,#胖璇今日打卡#20数分视频加数分钱吉林政治思修一章英语每日一句4句单词50个今天是我跟恒哥聊天的日子全程被他弟弟抢麦 ,,,,2018-08-06,iPhone客户端,1,0,0,胖璇今日打卡,
4269791953165149,#胖璇今日打卡#19今天又放假了高代多项式做完了背50个单词肚子疼得厉害生活终于对我这个大可爱动手了明天搞个小号继续打卡不打扰各位的好友圈了 ,https://wx4.sinaimg.cn/large/61271e10ly1ftz7xzioc9j20j609nmxh.jpg,,,2018-08-05,iPhone客户端,1,0,0,胖璇今日打卡,
4269398489442610,#胖璇今日打卡#18坚持打卡上午偷懒下午就脖子疼起来了颈椎病又犯了赶着背个单词就睡了今天张宇微博的东西很好啊正是我不明白的晚安希望明天会好点 ,"https://wx4.sinaimg.cn/large/61271e10ly1ftxyr4hr3qj20ku112q8e.jpg,https://wx4.sinaimg.cn/large/61271e10ly1ftxyr59v5ej21kw23vkjl.jpg,https://wx4.sinaimg.cn/large/61271e10ly1ftxyr6tqh4j20yi0yotbt.jpg",,,2018-08-04,iPhone客户端,1,1,0,胖璇今日打卡,
4268710992352656,#胖璇今日打卡#sixteen上午看高代视频然后跟我爸妈有事出去了晚上十点才回来，收拾洗漱就十点过半了，然后抄了两句每日一句，50个单词说实话，你们有那种很抠门得亲戚吗，妈卖批的今天想想就很气今天是这样的，我们要往新家里放东西，然后我二姨让我爸妈把她旧家里的柜子拉来一个放地下室用，然后我爸又是送烟又是请吃饭的请人家拉货司机给送过去，然后我们一家三口给她抬地下室她全程就在旁边看着，最后还是我妈请她吃饭？！总之就是很气了,"https://wx3.sinaimg.cn/large/61271e10ly1ftvrsohsc1j20ku112gyt.jpg,https://wx4.sinaimg.cn/large/61271e10ly1ftvrsot34jj20ku112arp.jpg,https://wx2.sinaimg.cn/large/61271e10ly1ftvrsp70wjj20ku112k4o.jpg",,,2018-08-02,iPhone客户端,1,0,0,胖璇今日打卡,
4268352337274669,#胖璇今日打卡#fifteen上午数分视频，数分基础视频比较简单了下午高代钱吉林😂然后6点时候跟我爸妈出去了，今天的事也没办成，出去取了个快递然后又去了趟超市回来就9点了，那家店真的不会再关注了衣服一次比一次恶心晚上写4篇每日一句，何凯文说的对，成人的世界哪有不辛苦的道理  还有自我反思一下，阅读读懂文章却做不对题说明文章还是没懂单词50个超生那个大辣鸡的气，我不想搭理你了，明天又是元气满满的一天对了，现在夜里一点都不热了呢,,,,2018-08-01,iPhone客户端,0,2,0,胖璇今日打卡,
4267808294981991,哇我只想说扬哥牛逼啊比我恒哥我大哥厉害多了 ,https://wx3.sinaimg.cn/large/61271e10ly1ftsw4gezx0j21kw23vhdt.jpg,,,2018-07-31,iPhone客户端,0,0,0,,
4267631492619886,#胖璇今日打卡#打卡13天今天没完成任务啊最严重的一天昨天手机出问题了，上午开电脑捣鼓到中午，下载了腿姐马原的随堂测，准备打印下来写写背背，计划的数分视频没有看，然后饭后一小时把腿姐思修第一节视频看了，下午又因为跟恒哥惯例通话耽误了一小时，后来又因为家里亲戚死活要让我相亲又跟朋友聊了一会，然后数分只做了10题，我发现华中科技的极限部分的真题真的是大同小异，xn+1和xn关系式告诉你让你判收敛，这时候要么构造级数，要么构造函数，要么压缩变差我觉得有界变差如果能用上也是可以的，还有就是常见的数归法判单调和有界，求极限就更不用说了，很简单，晚上散步回来把政治1000题思修的绪论第一章第二章做了，没啥问题，然后每日一句4句，单词50个明天又该看高代了，加油，辣鸡闯给我发了个手机壁纸，真的很刺激,https://wx3.sinaimg.cn/large/61271e10ly1ftsbtgzrllj20c80lqmxl.jpg,,,2018-07-30,iPhone客户端,0,1,0,胖璇今日打卡,
4267269813463343,#胖璇今日打卡#打卡第12天上午高代视频，多项式，终于弄懂标准分解那部分了，晚上看QQ群有人问还解答了一遍中午饭后政治思修第一章和绪论下午高代钱吉林，计划做35题左右的，实际上才16题，好难，后来干脆不想动笔写了直接看的答案晚饭特别逗，我爸在纠结明天中午做啥饭，他俩说啥都不想吃，都吃够 ...全文,https://wx3.sinaimg.cn/large/61271e10ly1ftr69m6qm5j20ku11240e.jpg,,,2018-07-29,iPhone客户端,0,0,0,胖璇今日打卡,
4266906900763592,#胖璇今日打卡#打卡第11天悄咪咪看了几集扶摇，太他娘的好看了数分钱吉林上午做的不是很顺，今天的20道题俨然成了硬骨头，看的绝望，大概就是数列求极限可以转化成函数，把他看成连续的，其他的思路不变，比如单调有界啊，或者构造级数啊，然后自学stolz公式，我们没讲过，不过很好用就是了，真的有 ...全文,"https://wx2.sinaimg.cn/large/61271e10ly1ftq0llo0ohj20ku112grt.jpg,https://wx2.sinaimg.cn/large/61271e10ly1ftq0ljgvnsj20ku112gra.jpg",,,2018-07-28,iPhone客户端,0,1,0,胖璇今日打卡,
4266570119615512,#胖璇今日打卡#打卡第十天熬夜了晚上跟了腿姐马原视频最后一节课，没想到3小时40多分钟，然后一口气看完做了1000题对应的最后4章的内容，然后订正，到现在，英语明天晚上看吧睡觉醒来又是努力慢慢的一天晚上发现买东西送的笔很厉害了真社会主义 ,"https://wx3.sinaimg.cn/large/61271e10ly1ftoxx3t32fj21w02iohdt.jpg,https://wx4.sinaimg.cn/large/61271e10ly1ftoxx5297uj21w02ioqv5.jpg,https://wx1.sinaimg.cn/large/61271e10ly1ftoxx5wiazj22io1w0e81.jpg",,,2018-07-28,iPhone客户端,0,1,0,胖璇今日打卡,
4266178119042194,#胖璇今日打卡#第9天了上午数分20题很顺利下午并没有实质性进站晚上把腿姐政经部分看完了然后做了1000题，单选头脑很清楚，多选就不行了，很多概念掌握不到位每日一句3篇，我发现断句比语法更重要，断句断错位置整篇文章理解起来就跟放飞自我了一样98年text2做题加精翻，其实做题时候没看懂，不过猜了个大概,,,,2018-07-26,iPhone客户端,1,1,0,胖璇今日打卡,
4265809029031578,#胖璇今日打卡#第8天不告诉你干了啥 ,,,,2018-07-25,iPhone客户端,0,0,0,胖璇今日打卡,
4265454686075968,#胖璇今日打卡#777777第7天数分钱吉林20道题高代钱吉林14道题，政治腿姐第七节课英语98年text1做题加精翻单词50个好困睁不开眼了过个周六周日状态恢复不过来希望明天可以更加集中精力上午我爸回来的特别早，什么都没跟我说，别人打电话关心他我才听出来他是中暑了，真心疼，社会有很多阴暗面，太多了，不敢想，但是大人都有大人的样子，再苦再累都不会多说什么时候我才可以独当一面下午恒哥又又又又又教训我了说我做题没质量只求数量去了以后还是精细点吧，这个意见我吸收了,https://wx2.sinaimg.cn/large/61271e10ly1ftldtcay7nj208806aq32.jpg,,,2018-07-24,iPhone客户端,0,2,0,胖璇今日打卡,
4265084177558129,#胖璇今日打卡#第六天了纠结了一天要不要给齐老师打电话数分钱吉林第一章政治腿姐第7节课单词50个 ,"https://wx2.sinaimg.cn/large/61271e10ly1ftk79hetv1j20ku112gng.jpg,https://wx1.sinaimg.cn/large/61271e10ly1ftk79hvn3nj208806aq32.jpg",,,2018-07-23,iPhone客户端,1,0,0,胖璇今日打卡,
4264862303455347,蛋黄一看就是我爸留的，一半给我，一半给我妈还有我妈做的饼猫宁 ,"https://wx4.sinaimg.cn/large/61271e10ly1ftjhrdnz4nj21w02io7wh.jpg,https://wx3.sinaimg.cn/large/61271e10ly1ftjhrel6w8j21w02iohdt.jpg",,,2018-07-23,iPhone客户端,0,0,0,,
4264709571944771,#胖璇今日打卡#打卡第5天  今天无所事事看神盾局睡觉数分含参积分看完了明天该耍钱吉林了单词50个嘿嘿嘿我要继续神盾局了 ,https://wx3.sinaimg.cn/large/61271e10ly1ftj08ncni8j20ku112abx.jpg,,,2018-07-22,iPhone客户端,0,1,0,胖璇今日打卡,
4264355732607552,#胖璇今日打卡#打卡第四天  倒计时154写在前面   列表的小可爱们可能会觉得我无聊或者很烦 请忽略我毕竟我要打卡到年底呢么么哒上午跟我妈去医院早上五点多就醒了整个人都是懵的下午睡觉到4点半腿姐第六节课加1000题第4章内容情况还不错单选多选一共5道左右吧，回头看一看很能发现薄弱点在哪英语单词50个晚上看了会高代钱吉林然后躺床上跟我妈聊天然后突然很想看爱情保卫战  (•͈˽•͈)还是那么奇葩哈哈哈哈睡了睡了,https://wx1.sinaimg.cn/large/61271e10ly1fthvla1os6j20ku11240c.jpg,,,2018-07-21,iPhone客户端,0,0,0,胖璇今日打卡,
4264290720224074,苍天呐为啥我只想吹着空调吃西瓜看神盾局中午看到芭比couple两个为了保护神盾局放弃这份事业在酒吧   西蒙斯痱子skye寇森梅姨在各个角落为他们敬酒  然后芭比说了一句这是间谍间的告别瞬间就哭了太他娘的感人了我的老天鹅搞的我爸妈以为又伤害到我幼小脆弱的心灵了上午跟我妈去医院检查  结果没出来但是可能很不好  我爸接我们回去的路上说了一句凉快了就花点钱治治吧钱这龟孙，花了再拼生活不容易我该更努力[加油],,,,2018-07-21,iPhone客户端,1,2,0,,
4264002211656885,#胖璇今日打卡#打卡第三天  倒计时155上午50个单词数分依旧没进展停留在含参反常积分十分痛苦了下午真的静下心没有动写了10面高代钱吉林，好学校的题果然很头疼，不会的东西没人辅导，恒哥是彻底放飞自我了一问三不知总不能一直不停的骚扰我大哥一气之下买了李扬得视频我就不信跟这个老师走还学不好晚上禁不住诱惑跟我爸妈遛弯去了写了两篇每日一句加97年翻译，不得不说，最近英语进步挺大的加油加油加油明天又是早起的一天今天我爸妈去体检明天我爸干活所以我要陪我妈去医院仔细再检查一下[加油]希望一切都好,https://wx3.sinaimg.cn/large/61271e10ly1ftgr0166p2j20u01hc13y.jpg,,,2018-07-20,iPhone客户端,1,6,0,胖璇今日打卡,
4263630771457542,#胖璇今日打卡#打卡第二天上午起的有点晚，数分19章含参反常积分的课本内容加视频下午高代钱吉林λ矩阵那一章晚上看的腿姐第5加第6节课，马原第三章1000题，看课件时候觉得都理解了可是一做题那些出题形式就五花八门一不小心还是会选错每日一句补了2天的，102句和103句，103句真的无敌了，昨天刚骄傲一点，今天就出了个难度超级大的句子，然后97年text5做题加精翻背单词50个晚安晚安做每日一句时候跑神了开始幻想考研结束我要跟我爸妈去三亚玩[加油],https://wx1.sinaimg.cn/large/61271e10ly1ftfkc08422j22io1w0kjl.jpg,,,2018-07-19,iPhone客户端,1,0,0,胖璇今日打卡,
4263281747714678,#胖璇今日打卡# 打卡第一天昨天没睡好觉今天一天都昏昏沉沉的上午数分含参变量那一章第一节对着课件看的，可是课后题还是不会写中午去吃酒席把政治看书时间elapse了下午高代钱吉林，问了大哥一个题然后感觉拥有了整片森林啊大彻大悟晚上政治腿姐马原第5节课英语4篇补的每日一句97年阅读理解text4做题加精翻看了几节新东方的语法现在句子分析已经很容易了阅读能力还有待加强何凯文长难句看了1集考研单词背了50个明天要比今天更努力才行加油赶在12点一定要睡觉,https://wx1.sinaimg.cn/large/61271e10ly1fteg8jkawnj21w02iou0x.jpg,,,2018-07-18,iPhone客户端,1,0,0,胖璇今日打卡,
4262417444328562,咋可以这么帅呀我的老天鹅 ,https://wx4.sinaimg.cn/large/61271e10ly1ftbozi4dfhj20p0149tg8.jpg,,,2018-07-16,iPhone客户端,2,0,0,,
4261826386690782,今夜的车！谁都不能下！哈哈哈送命题问变形了 ,"https://wx4.sinaimg.cn/large/61271e10ly1ft9t2ktzi0j20u22xs4eo.jpg,https://wx4.sinaimg.cn/large/61271e10ly1ft9t2lg3qhj20ku112grf.jpg,https://wx2.sinaimg.cn/large/61271e10ly1ft9t2lv9edj20ku112wlf.jpg,https://wx1.sinaimg.cn/large/61271e10ly1ft9t2vctq1j20ct0dcjst.jpg",,,2018-07-14,iPhone客户端,1,0,0,,
4251995072888446,多少年了小说里的场景还记忆犹新这是楚子航 ,https://wx2.sinaimg.cn/large/61271e10ly1fsefygd7s4j20k00byt9a.jpg,,,2018-06-17,iPhone客户端,0,0,0,,
4250383042429683,希望可以顺利上研究生希望那时候可以坚持健身希望认识有趣的人做有趣的事看有趣的风景希望做一个小酒鬼希望练好口语再学一门外语希望能进理想的公司希望不要爱而不得希望不论过多久都不迷失自己 ,https://wx2.sinaimg.cn/large/61271e10ly1fs9auwv3hmj205i058dfv.jpg,,,2018-06-13,iPhone客户端,6,2,0,,
4245652944604406,只有自己知道钥匙在饭卡上——我出门不带饭卡啦啊记得给我开门！——饭卡怎么开门啊真逗！——我不带钥匙了啊记得给我开门！ ,,,,2018-05-31,iPhone客户端,1,0,0,,
4244631586194917,806考研资料，第四五六版高鸿业西经课本，19年的炳哥蓝皮书，送炳哥视频和押题卷 ,"https://wx1.sinaimg.cn/large/61271e10ly1frqyb49qrjj22io1w0x6p.jpg,https://wx2.sinaimg.cn/large/61271e10ly1frqyaz4exij20ku112h9n.jpg,https://wx3.sinaimg.cn/large/61271e10ly1frqyb54xz7j20ku112juv.jpg,https://wx1.sinaimg.cn/large/61271e10ly1frqyb5ufnej20ku112whj.jpg,https://wx1.sinaimg.cn/large/61271e10ly1frqyb6fwbxj20ku112wj5.jpg,https://wx3.sinaimg.cn/large/61271e10ly1frqyb9p5zej21w02iox6p.jpg,https://wx1.sinaimg.cn/large/61271e10ly1frqybcb699j21w02iou0x.jpg",,,2018-05-28,iPhone客户端,1,0,0,,
4243579059146660,戴了两个小时终于戴上了 ,"https://wx1.sinaimg.cn/large/61271e10ly1frnlfj081ij20k00zk43g.jpg,https://wx1.sinaimg.cn/large/61271e10ly1frnlfje64qj20k00ip75b.jpg",,,2018-05-25,iPhone客户端,1,0,0,,
4240981358660967,我男朋友又让我卸载微博了旁友们明年见 ,https://wx3.sinaimg.cn/large/61271e10ly1frfb3bgzbuj206o06774b.jpg,,,2018-05-18,iPhone客户端,2,3,0,,
4240771370309226,啦啦啦土味 ,https://wx1.sinaimg.cn/large/61271e10ly1fremyu54rfj20qo0zkdn0.jpg,,,2018-05-17,iPhone客户端,1,5,0,,
4240284705233755,Summer now ,https://wx4.sinaimg.cn/large/61271e10ly1frd32sn2fdj22io1w0kjl.jpg,,,2018-05-16,iPhone客户端,2,2,0,,
4231556191111419,三观一样真的很难得珍重 ,https://wx4.sinaimg.cn/large/61271e10ly1fql8mk0iefj20do0ddq8r.jpg,,,2018-04-22,iPhone客户端,0,1,0,,
4230819402276228,陈老东西我们有一样的发际线啊擦浪嘿 洛阳·河南科技大学 ,"https://wx3.sinaimg.cn/large/61271e10ly1fqivz08i09j20ku0kuwn1.jpg,https://wx1.sinaimg.cn/large/61271e10ly1fqivyrn0l4j202v03qdfr.jpg",,洛阳·河南科技大学,2018-04-20,iPhone客户端,0,0,0,,
4229575163048445,每天都很皮🐒 ,"https://wx2.sinaimg.cn/large/61271e10ly1fqex2fz5rzj21w02io7wi.jpg,https://wx4.sinaimg.cn/large/61271e10ly1fqex2cec5kj21w02io1kz.jpg",,,2018-04-16,iPhone客户端,2,0,0,,
4227348502575234,想把名字好听的香水小样都买回来皮一下无人区玫瑰啊冥府之路啊孤女啊孤儿怨啊这种的 ,https://wx2.sinaimg.cn/large/61271e10ly1fq7tcvqix4j20li0ku0tu.jpg,,,2018-04-10,iPhone客户端,5,2,0,,
4226177760139655,今天起床画了好久好久的妆出门我说好看吗张说跟昨天一样我问我美吗张说一般般吧跟小仙女一样然后风迷住眼了我睁不开他说奥我看到了你眼睫毛真黑你是不是用了英雄墨水哈哈哈哈 ,"https://wx1.sinaimg.cn/large/61271e10ly1fq42tmimv9j20k00zk79k.jpg,https://wx1.sinaimg.cn/large/61271e10ly1fq42x5d1fyj20qo1bfe1p.jpg,https://wx4.sinaimg.cn/large/61271e10ly1fq42x6i80bj20qo1bfwqp.jpg,https://wx1.sinaimg.cn/large/61271e10ly1fq42x7gepej21bf0qoqkv.jpg,https://wx1.sinaimg.cn/large/61271e10ly1fq42x4hgfwj21bf0qoe2h.jpg,https://wx3.sinaimg.cn/large/61271e10ly1fq42x831mkj20qo1bfdyd.jpg",,,2018-04-07,iPhone客户端,2,0,0,,
4223700553434881,#签到领红包#的第二天，喜欢Ta~多谢小签让我的红包增长到1.67元啦！签的越多红包越大，快来一起领吧！网页链接 ,,,,2018-03-31,用户任务,0,0,0,签到领红包,
4222848371176548,怎么办刚才跟我爸聊天了解到我爸已经知道我妈有好多私房钱了我该跟谁站边 ,https://wx3.sinaimg.cn/large/61271e10ly1fptgjq170oj20j60lfgo3.jpg,,,2018-03-29,iPhone客户端,0,2,0,,
4220469261773665,明年研究生见嘿我是不是你的小粘人精 ,https://wx3.sinaimg.cn/large/61271e10ly1fplvaw04exj205i058wed.jpg,,,2018-03-22,iPhone客户端,1,1,0,,
4219645509220482,双眼变大加瘦脸邪术哈哈哈哈哈哈哈哈 ,"https://wx4.sinaimg.cn/large/61271e10ly1fpj8pd3v82j20k00zkafh.jpg,https://wx1.sinaimg.cn/large/61271e10ly1fpj8aa3z7pj20ku0kuac5.jpg",,,2018-03-20,iPhone客户端,0,0,0,,
4217927878023521,十几年得弯路终于懂了应该曲线救国很难受 ,https://wx2.sinaimg.cn/large/61271e10ly1fpdrfpxdr7j20jg0mlmyk.jpg,,,2018-03-15,iPhone客户端,1,3,0,,
4216092383156920,世界上最遥远的距离就是我明明到了校门口却被堵住了 ,https://wx3.sinaimg.cn/large/61271e10ly1fp7wmcbo6pj20qo0zk0yt.jpg,,,2018-03-10,iPhone客户端,0,1,0,,
4215382468821282,非要说怀念的话，其实应该是怀念那个时候的自己吧。十几岁的时候喜欢一个人不会那么着急。只要对方给一点点回应就很满足了。那时候感觉什么都过得很慢，时间很慢，长大很慢，一节课四十分钟也过得很慢。当时觉得毕业遥遥无期，盼望放假的日子也总是特别漫长。偶尔想起，那种笨拙而又认真的喜欢，恍惚间就像发生在昨天。真好。,,,,2018-03-08,iPhone客户端,1,1,0,,
4215261437512672,嘻嘻 ,"https://wx2.sinaimg.cn/large/61271e10ly1fp5970sl9lj20qo1bek42.jpg,https://wx2.sinaimg.cn/large/61271e10ly1fp596chyrvj20qo0zk11a.jpg,https://wx2.sinaimg.cn/large/61271e10ly1fp596crjmhj20eu0damy1.jpg",,,2018-03-08,iPhone客户端,1,0,0,,
4213070010318448,哇这嘴皮子跟不上溜了溜了溜了 ,"https://wx1.sinaimg.cn/large/61271e10ly1foy9i06a6pj20ku112q5p.jpg,https://wx3.sinaimg.cn/large/61271e10ly1foy9i0g3fpj20ku112gom.jpg",,,2018-03-02,iPhone客户端,0,0,0,,
4208516946522235,什么时候能打游戏不用背着我爸妈，天天被举报 ,,,,2018-02-17,iPhone客户端,0,0,0,,
4208018142404022,新年快乐呀 ,"https://wx2.sinaimg.cn/large/61271e10ly1foi5bcfb8ej20k00zkdqo.jpg,https://wx4.sinaimg.cn/large/61271e10ly1foi5bd0fi0j20k00zk49k.jpg,https://wx4.sinaimg.cn/large/61271e10ly1foi5bbz5zyj20k00zkn5x.jpg,https://wx1.sinaimg.cn/large/61271e10ly1foi5bdkbe9j20k00zkjz1.jpg,https://wx4.sinaimg.cn/large/61271e10ly1foi5beo2hpj20k00zk7bl.jpg",,,2018-02-16,iPhone客户端,3,6,0,,
4207271649177373,And我爹真的很像孔刘 ,"https://wx4.sinaimg.cn/large/61271e10ly1fofrkg49pwj20qo0zkqbo.jpg,https://wx1.sinaimg.cn/large/61271e10ly1fofrkfbo6lg20dw0801kz.gif",,,2018-02-14,iPhone客户端,16,12,0,,
4207271221102740,昨天被我妈拉着看老照片十几年前得全家福，现在在看真的是物是人非啊还有情人节快乐 ,"https://wx1.sinaimg.cn/large/61271e10ly1fofri37136j20zk0qoqds.jpg,https://wx2.sinaimg.cn/large/61271e10ly1fofri9y0gij20qo0zk0vk.jpg,https://wx3.sinaimg.cn/large/61271e10ly1fofri993ecg209q05hqva.gif",,,2018-02-14,iPhone客户端,1,4,0,,
4206975225155732,我妈在我旁边吃苹果我说让我吃一口她看我一眼然后把剩下完整光皮的地方舔了一遍 ,https://wx1.sinaimg.cn/large/61271e10ly1foetjh1dl4j20k2099gmj.jpg,,,2018-02-13,iPhone客户端,3,0,0,,
4206372520771550,通常来说，喜欢一个人，是为了让自己变得更好 ,,,,2018-02-11,iPhone客户端,3,0,1,,
4205926581777635,我爸说给吧你的最爱嘿嘿成是太香 ,https://wx2.sinaimg.cn/large/61271e10ly1fobh3c4vs2j20zk0qodnu.jpg,,,2018-02-10,iPhone客户端,0,0,0,,
4205850140762044,我的中国赞,,,,2018-02-10,iPhone客户端,2,4,0,,
4205513913097004,分享一下我爸不在家的24小时昨晚上我妈说，哎吃啥饭啊，所以我吃的前天晚上的剩饭加泡面早上我妈说你继续睡觉吧我没做饭然后往我被窝塞了一瓶水中午我妈说吃面条吧然后我俩都在厨房，我说我的天呐厨房这烟雾缭绕的样子快赶上澡堂了我妈就一边做饭一边偷笑我说你笑啥我妈说你搞笑呗我说才不是明明是你自己都嫌弃自己做的饭了这时我妈才一本正经的说我已经很久不做饭了所以中午我俩胡乱吃两口我妈就开始问我爸啥时候回来啊刚才我妈上班前说晚上还是在外面买饭回来吧照这个样子我必瘦啊,https://wx2.sinaimg.cn/large/61271e10ly1foa5hns93cj20k2099gmj.jpg,,,2018-02-09,iPhone客户端,1,4,0,,
4205131535427600,作为你的小迷妹，我真的真的很悲伤了 ,https://wx4.sinaimg.cn/large/61271e10ly1fo8xs9i1p1j20ku1120uf.jpg,,,2018-02-08,iPhone客户端,0,0,0,,
4204538766426529,明天科二快祝福我！ ,https://wx4.sinaimg.cn/large/61271e10ly1fo71pueihtj20j60n775u.jpg,,,2018-02-06,iPhone客户端,2,1,0,,
4203807841620121,我爸和我妈🙊 ,"https://wx1.sinaimg.cn/large/61271e10ly1fo4prgmo5yj20qo0zk79w.jpg,https://wx4.sinaimg.cn/large/61271e10ly1fo4prhcol7j20qo0zktf8.jpg,https://wx2.sinaimg.cn/large/61271e10ly1fo4prhvf86j20qo0zk0xu.jpg,https://wx3.sinaimg.cn/large/61271e10ly1fo4prioo90j20qo0zk0zs.jpg",,,2018-02-04,iPhone客户端,0,0,0,,
4202010158632430,我晚上泡脚我爸竟然对我说我给你搓脚吧那时候我妈刚洗完把我吓的我当然义正言辞的拒绝了哎我爸真好 ,https://wx1.sinaimg.cn/large/61271e10ly1fnyzb1xgo0j20hs0hsaas.jpg,,,2018-01-30,iPhone客户端,2,0,0,,
4201211764820638,哇朴宝剑真帅！嘻嘻跟你们悄咪咪分享一下我男朋友 ,"https://wx2.sinaimg.cn/large/61271e10ly1fnwfm7obgtj20k00xsgo6.jpg,https://wx3.sinaimg.cn/large/61271e10ly1fnwfm80g1aj20qo1bhgq0.jpg,https://wx3.sinaimg.cn/large/61271e10ly1fnwfm8dsa4j20qo0qotcw.jpg,https://wx3.sinaimg.cn/large/61271e10ly1fnwfm8prfij20ku0i7dgx.jpg",,,2018-01-28,iPhone客户端,0,0,0,,
4200551882935314,今天当然要记录一下晚上洗完头是我爸给吹的头发呼呼呼 ,https://wx3.sinaimg.cn/large/61271e10ly1fnubtwkwmgj20hn0h0406.jpg,,,2018-01-26,iPhone客户端,2,2,0,,
4199448727136543,这种男朋友留着也没啥用了 ,https://wx2.sinaimg.cn/large/61271e10ly1fnqt44390ej20ku11277k.jpg,,,2018-01-23,iPhone客户端,2,2,0,,
4198949466829190,强行撒娇 ,"https://wx1.sinaimg.cn/large/61271e10ly1fnp7qckxthj20ku112ada.jpg,https://wx1.sinaimg.cn/large/61271e10ly1fnp7qcbylej20ku11241p.jpg,https://wx2.sinaimg.cn/large/61271e10ly1fnp7qdltbej20ku112n06.jpg,https://wx2.sinaimg.cn/large/61271e10ly1fnp7sj3wlmj20k00zkgtc.jpg,https://wx3.sinaimg.cn/large/61271e10ly1fnp7qe6ujsj20hn0h0406.jpg",,,2018-01-22,iPhone客户端,1,6,0,,
4198307054219366,突然想起来我妈有一次问我知不知道自己户口本在哪我 不知道啊我妈 哈哈哈哈在我办公室的密码柜里！没有我的允许你能偷偷结婚吗！我 。。。。我不就谈个恋爱嘛看你能耐的 ,,,,2018-01-20,iPhone客户端,1,1,0,,
4193613405344950,昨晚做的梦太可怕了发誓以后再也不看什么恐怖灵异小说了跟我妈看爱情保卫战我就觉的多么好的男生啊怎么遇不到我最近每天都是我爸做饭洗碗我跟我妈坐床上玩手机两天过去了我爸都不愿意回家了 南阳 · 云阳镇 ,https://wx1.sinaimg.cn/large/61271e10ly1fn86vxl3wsj20ku1120y7.jpg,,南阳 · 云阳镇,2018-01-07,iPhone客户端,3,1,0,,
4192597272431314,我很好呦每天沉迷怼怼 南阳 · 云阳镇 ,"https://wx2.sinaimg.cn/large/61271e10ly1fn4y98qppcj20k00k4aca.jpg,https://wx4.sinaimg.cn/large/61271e10ly1fn4y993a6zj20g60azq4t.jpg",,南阳 · 云阳镇,2018-01-04,iPhone客户端,1,0,0,,
4185544117926074,从食堂打包都成了纸盒装哇真的想把这个盒子用纸擦干净收藏起来 ,"https://wx4.sinaimg.cn/large/61271e10ly1fmig6rcwygj20zk0qodn8.jpg,https://wx1.sinaimg.cn/large/61271e10ly1fmig6rrcbsj20qo0zkqbw.jpg",,,2017-12-16,iPhone客户端,0,3,0,,
4179332043366917,昨晚上看你好旧时光在教室哭的稀里哗啦的室友觉得这不是应该是青春美好剧嘛诶可我觉得他不一样啊一把鼻涕一把泪的都抿在左边小哥哥的衬衣上上次在图书馆难过到哭也是抿啊抿，那次确实是鼻涕啊然后左袖子抿完他就把右袖子伸过来了然后平复完心情陪我打了一下午王者荣耀期间老师从面前经过还把我教 ...全文,https://wx1.sinaimg.cn/large/61271e10ly1flymqw3o78j20sg0lc0v0.jpg,,,2017-11-29,iPhone客户端,6,7,0,,
4178148138111738,夜深人静我很想你今天是你离开的一年零22天了现在乱成一锅粥的整个大家都很让人心凉连表面的和谐都没了 ,,,,2017-11-26,iPhone客户端,2,0,0,,
4172600383228965,有时候会深深觉得  命运不公但是有时候会醒悟 机会都是给有准备的人的努力做好每一件事万一哪天机会 好运 都来了 ,https://wx2.sinaimg.cn/large/61271e10ly1fld5n91bxxj20ku112q4k.jpg,,,2017-11-10,iPhone客户端,4,0,0,,
4172190792624731,我现在洗澡都开始自卑了我的肚子跟别人不一样大得就像怀了个宝宝真怕别人误会 ,,,,2017-11-09,iPhone客户端,3,0,0,,
4170516668884148,我们整晚都拉着手手心出汗都不放开哈哈哈哈哈哈哈哈 ,https://wx1.sinaimg.cn/large/61271e10ly1fl6ic2k1rrj20rb0qo0vt.jpg,,,2017-11-05,iPhone客户端,1,3,0,,
4159537046392547, ,https://wx2.sinaimg.cn/large/61271e10ly1fk7hc9hxahj20ku112jwj.jpg,,,2017-10-05,iPhone 6,2,2,0,,
4149775731301607,陪男朋友在食堂门口卖多肉短短一个小时真的什么鸟都有一个男生问这能吃吗回答不能然后他说，不能吃有啥用就走了。。。。我能说什么很绝望啊 ,,,,2017-09-08,iPhone 6,3,1,0,,
